id,time,x_true,y_true,z_true,x_measure,y_measure,z_measure,r_true,fi_true,psi_true,r_measure,fi_measure,psi_measure,v_x_true_extr,v_y_true_extr,v_z_true_extr,v_r_true_extr,v_fi_true_extr,v_psi_true_extr,v_x_measure_extr,v_y_measure_extr,v_z_measure_extr,v_r_measure_extr,v_fi_measure_extr,v_psi_measure_extr,x_err,y_err,z_err
0,0,0.0,0.0,0.0,0.08100209368595124,-0.5262013005678314,2.180916891107745,0.0,,,2.2449604971624457,-1.4180578008303792,0.23943433585282056,,,,,,,,,,,,,5.0,5.0,5.0
0,1,0.2,0.35,0.04,-9.175526301028794,-11.518697329447416,-8.777332819670828,0.40509258201058185,1.0516502125483735,1.4718922992774224,17.14386894768975,0.898146230192799,-1.0333070980794903,0.2,0.35,0.04,0.40509258201058185,,,-9.256528394714746,-10.992496028879586,-10.958249710778574,14.898908450527305,2.316204031023178,-1.2727414339323109,5.0,5.0,5.0
0,2,0.4,0.7,0.08,-7.793995485529408,-7.102423399481798,-9.090029423319256,0.8101851640211637,1.0516502125483735,1.4718922992774224,13.92190427674207,0.7390060821491755,-0.8593498609035545,0.2,0.35,0.04,0.40509258201058185,0.0,0.0,1.3815308154993868,4.416273929965619,-0.312696603648428,-3.2219646709476795,-0.15914014804362353,0.1739572371759358,5.0,5.0,5.0
0,3,0.6000000000000001,1.0499999999999998,0.12,7.286409855933222,1.2116701142723496,4.739977383559833,1.2152777460317454,1.0516502125483735,1.4718922992774224,8.776519734559953,0.16478390727383602,1.0002703104717217,0.20000000000000007,0.34999999999999987,0.039999999999999994,0.40509258201058174,0.0,0.0,15.08040534146263,8.314093513754148,13.83000680687909,-5.145384542182118,-0.5742221748753396,1.8596201713752762,5.0,5.0,5.0
0,4,0.8,1.4,0.16,-9.085782514760254,-17.277076451012945,0.6415717871345049,1.6203703280423274,1.0516502125483735,1.4718922992774224,19.531011979867202,1.0866545686842783,1.5379415405169417,0.19999999999999996,0.3500000000000001,0.04000000000000001,0.40509258201058196,0.0,0.0,-16.372192370693476,-18.488746565285297,-4.098405596425328,10.75449224530725,0.9218706614104424,0.53767123004522,5.0,5.0,5.0
0,5,1.0,1.75,0.2,4.299289242279171,-5.24406797958426,1.827276813706766,2.0254629100529096,1.0516502125483738,1.4718922992774224,7.023039051378592,-0.8840752050492438,1.3075843882982312,0.19999999999999996,0.3500000000000001,0.04000000000000001,0.4050925820105822,2.220446049250313e-16,0.0,13.385071757039425,12.033008471428685,1.1857050265722613,-12.50797292848861,-1.970729773733522,-0.23035715221871045,5.0,5.0,5.0
0,6,1.2000000000000002,2.0999999999999996,0.24,0.22282715619806037,-2.9722790728822064,-7.160133110427495,2.430555492063491,1.0516502125483735,1.4718922992774224,7.755746320482184,-1.495967852301592,-0.39446156678874467,0.20000000000000018,0.34999999999999964,0.03999999999999998,0.4050925820105813,-2.220446049250313e-16,0.0,-4.0764620860811105,2.271788906702054,-8.98740992413426,0.7327072691035923,-0.6118926472523483,-1.7020459550869758,5.0,5.0,5.0
0,7,1.4000000000000001,2.4499999999999997,0.28,-7.324176794609338,1.4595503290754768,-2.358733141479708,2.835648074074073,1.0516502125483735,1.4718922992774224,7.8318244946189255,-0.19670163013309425,-1.2648739219819394,0.19999999999999996,0.3500000000000001,0.040000000000000036,0.4050925820105822,0.0,0.0,-7.547003950807398,4.431829401957684,4.801399968947787,0.07607817413674134,1.2992662221684979,-0.8704123551931947,5.0,5.0,5.0
0,8,1.6,2.8,0.32,2.0546767673637665,0.6645547057694645,-1.222943714087837,3.240740656084655,1.0516502125483735,1.4718922992774224,2.4817173294176174,0.3128159030053732,-1.055513204710321,0.19999999999999996,0.3500000000000001,0.03999999999999998,0.40509258201058174,0.0,0.0,9.378853561973104,-0.7949956233060123,1.135789427391871,-5.350107165201308,0.5095175331384675,0.2093607172716183,5.0,5.0,5.0
0,9,1.8,3.15,0.36,-2.3144899450923226,0.5960603856277333,-9.343248096191857,3.645833238095237,1.0516502125483738,1.4718922992774224,9.644088172359318,-0.2520570363501535,-0.2504307918077771,0.19999999999999996,0.3500000000000001,0.03999999999999998,0.4050925820105822,2.220446049250313e-16,0.0,-4.369166712456089,-0.06849432014173118,-8.12030438210402,7.162370842941701,-0.5648729393555267,0.805082412902544,5.0,5.0,5.0
0,10,2.0,3.5,0.4,-7.8696107040235965,-1.3362059678970546,-3.563937996546213,4.050925820105819,1.0516502125483738,1.4718922992774224,8.74173169713829,0.1681891075159108,-1.1508708034320438,0.19999999999999996,0.3500000000000001,0.040000000000000036,0.4050925820105822,0.0,0.0,-5.555120758931274,-1.932266353524788,5.779310099645644,-0.902356475221028,0.4202461438660643,-0.9004400116242668,5.0,5.0,5.0
0,11,2.2,3.8499999999999996,0.44,-0.6466731243322239,-2.7681650077275988,2.3206577398748105,4.4560184021164,1.0516502125483735,1.4718922992774224,3.669656112687128,1.3413013098354754,0.8861603466370073,0.20000000000000018,0.34999999999999964,0.03999999999999998,0.40509258201058085,-2.220446049250313e-16,0.0,7.222937579691372,-1.4319590398305442,5.884595736421023,-5.072075584451162,1.1731122023195646,2.037031150069051,5.0,5.0,5.0
