id,time,x_true,y_true,z_true,x_measure,y_measure,z_measure,r_true,fi_true,psi_true,r_measure,fi_measure,psi_measure,v_x_true_extr,v_y_true_extr,v_z_true_extr,v_r_true_extr,v_fi_true_extr,v_psi_true_extr,v_x_measure_extr,v_y_measure_extr,v_z_measure_extr,v_r_measure_extr,v_fi_measure_extr,v_psi_measure_extr,x_err,y_err,z_err
0,0,0.0,0.0,5.0,0.12678502469215952,-0.6406410023717828,5.087869099917626,5.0,,0.0,5.12961083458606,-1.375417550698673,0.12765945275115403,,,,,,,,,,,,,0.5,0.5,0.5
0,1,0.2,0.22,5.0,0.01715196772601013,-0.2180634956831163,4.260929835070697,5.008832199225684,0.8329812666744316,0.05939433475582949,4.266540628839952,-1.4923020937289129,0.05129048590770398,0.2,0.22,0.0,0.008832199225683901,,0.05939433475582949,-0.10963305696614939,0.42257750668866645,-0.8269392648469287,-0.8630702057461086,-0.11688454303023987,-0.07636896684345006,0.5,0.5,0.5
0,2,0.4,0.44,5.0,0.6894915214120647,0.5052022611065435,4.522065997900852,5.0352358435330515,0.8329812666744316,0.11837255235401528,4.602141759235293,0.6323480186597702,0.1868173785277906,0.2,0.22,0.0,0.026403644307367635,0.0,0.05897821759818579,0.6723395536860546,0.7232657567896599,0.26113616283015517,0.33560113039534123,2.124650112388683,0.1355268926200866,0.5,0.5,0.5
0,3,0.6000000000000001,0.66,5.0,1.6038950358948008,1.4544266123416483,4.613939130966802,5.078936896634964,0.8329812666744316,0.17653576638913326,5.096692099894036,0.7365643234032294,0.4387553220748347,0.20000000000000007,0.22000000000000003,0.0,0.043701053101912635,0.0,0.05816321403511798,0.914403514482736,0.9492243512351047,0.09187313306594991,0.49455034065874326,0.10421630474345922,0.25193794354704413,0.5,0.5,0.5
0,4,0.8,0.88,5.0,-0.13976269010009856,1.6702638657041782,5.361764193670325,5.139494138531535,0.8329812666744316,0.23351780629267366,5.617635646706386,-1.487313795821336,0.3029782866063558,0.19999999999999996,0.21999999999999997,0.0,0.060557241896570524,0.0,0.056982039903540393,-1.7436577259948993,0.2158372533625299,0.747825062703523,0.52094354681235,-2.2238781192245654,-0.1357770354684789,0.5,0.5,0.5
0,5,1.0,1.1,5.0,1.2269158610720696,1.412188230889755,5.016712926864177,5.21632054229799,0.8329812666744317,0.2889975321971211,5.354157890852668,0.8554859254441343,0.3569263856922268,0.19999999999999996,0.22000000000000008,0.0,0.07682640376645544,1.1102230246251565e-16,0.05547972590444744,1.3666785511721682,-0.2580756348144231,-0.3450512668061485,-0.26347775585371824,2.3427997212654703,0.053948099085871004,0.5,0.5,0.5
0,6,1.2000000000000002,1.32,5.0,1.0166682515444931,1.0952783427523554,4.456050309487866,5.3087098244300375,0.8329812666744316,0.3427071054316856,4.699960993719819,0.8226026164494009,0.32357845980862,0.20000000000000018,0.21999999999999997,0.0,0.09238928213204733,-1.1102230246251565e-16,0.05370957323456449,-0.21024760952757648,-0.31690988813739973,-0.5606626173763107,-0.6541968971328487,-0.03288330899473335,-0.0333479258836068,0.5,0.5,0.5
0,7,1.4000000000000001,1.54,5.0,3.136501847017648,1.4000965866080504,4.407965006029201,5.415865581788381,0.8329812666744316,0.3944359736137221,5.588208101221236,0.41984607425580217,0.6619460565409987,0.19999999999999996,0.21999999999999997,0.0,0.1071557573583437,0.0,0.051728868182036536,2.119833595473155,0.304818243855695,-0.048085303458664796,0.8882471075014164,-0.40275654219359874,0.3383675967323787,0.5,0.5,0.5
0,8,1.6,1.76,5.0,1.8469176298914705,1.1082550067658592,4.302288578890708,5.5369305576284775,0.8329812666744316,0.4440308981350036,4.811342942222987,0.5404610743984494,0.4641619955897276,0.19999999999999996,0.21999999999999997,0.0,0.12106497584009634,0.0,0.0495949245212815,-1.2895842171261775,-0.29184157984219117,-0.10567642713849335,-0.7768651589982483,0.1206150001426472,-0.1977840609512711,0.5,0.5,0.5
0,9,1.8,1.98,5.0,1.7001301845418009,2.5826028961417418,4.6871339457581715,5.671014018674262,0.8329812666744316,0.4913927544196836,5.615113978275812,0.9886076904933636,0.5831443896331202,0.19999999999999996,0.21999999999999997,0.0,0.13408346104578417,0.0,0.04736185628467998,-0.1467874453496696,1.4743478893758826,0.38484536686746385,0.803771036052825,0.44814661609491424,0.11898239404339261,0.5,0.5,0.5
0,10,2.0,2.2,5.0,2.5610910856937084,3.0483959293159972,5.66893312544391,5.817215828899595,0.8329812666744317,0.5364710340799564,6.927388257622448,0.8720521695123195,0.6122860416959014,0.19999999999999996,0.2200000000000002,0.0,0.14620181022533352,1.1102230246251565e-16,0.045078279660272835,0.8609609011519075,0.46579303317425547,0.9817991796857388,1.312274279346636,-0.11655552098104416,0.029141652062781187,0.5,0.5,0.5
0,11,2.2,2.42,5.0,2.082526981229993,3.0658959184512935,5.032647969094422,5.974646433053591,0.8329812666744316,0.5792569924241011,6.250134557844129,0.9741288690269722,0.634772978858748,0.20000000000000018,0.21999999999999975,0.0,0.1574306041539959,-1.1102230246251565e-16,0.04278595834414467,-0.47856410446371545,0.017499989135296268,-0.636285156349488,-0.6772536997783192,0.1020766995146527,0.022486937162846554,0.5,0.5,0.5
0,12,2.4000000000000004,2.64,5.0,1.7956775031862313,3.0395414981835134,4.801480889914779,6.142442510923485,0.8329812666744316,0.6197762679250258,5.9596551033466385,1.037189388115901,0.6340004215945986,0.20000000000000018,0.2200000000000002,0.0,0.1677960778698937,0.0,0.04051927550092471,-0.2868494780437616,-0.02635442026778012,-0.2311670791796434,-0.2904794544974907,0.06306051908892873,-0.0007725572641493761,0.5,0.5,0.5
0,13,2.6,2.86,5.0,3.358842404441406,3.440493059356597,5.1561025296083205,6.31977847713035,0.8329812666744316,0.6580816142064715,7.0501211397527035,0.7974062090106624,0.7504977475880076,0.19999999999999973,0.21999999999999975,0.0,0.17733596620686498,0.0,0.03830534628144566,1.5631649012551745,0.4009515611730836,0.35462163969354155,1.090466036406065,-0.2397831791052385,0.116497325993409,0.5,0.5,0.5
